DISCIPL,COMMONNAME,LEGALNAME,ADSTREET,ADSTATE,ADZIP5,PHONE,WEBURL,REVENUE15,LONGITUDE,LATITUDE,GSTREET
HST,ASHFALL FOSSIL BEDS STATE HISTORICAL PARK,ASHFALL FOSSIL BEDS STATE HISTORICAL PARK,86930 517 AVENUE,NE,68773,4028932000,HTTP://ASHFALL.UNL.EDU, ,-98.13844,42.38087,86930 517 AVENUE
HST,BLACK HISTORY MUSEUM AND RESEARCH LIBRARY,BLACK HISTORY MUSEUM AND RESEARCH LIBRARY,351 NORTH BROAD STREET,AL,36603,2514057000, , ,-88.05621,30.69402,351 NORTH BROAD STREET
HST,CENTER FOR RESTORATION STUDIES,ABILENE CHRISTIAN UNIVERSITY,1600 CAMPUS COURT,TX,79699, , ,223798516,-99.71128,32.46643,ACU BOX 29115
HST,CENTER FOR WESTERN STUDIES,AUGUSTANA UNIVERSITY ASSOCIATION,2121 SOUTH SUMMIT AVENUE,SD,57197,6052744007,HTTP://WWW.AUGIE.EDU/CENTER-FOR-WESTERN-STUDIES,78191811,-96.73634,43.52724,2001 S SUMMIT AVE
HST,CLAYTON MUSEUM OF ANCIENT HISTORY,YORK COLLEGE,1125 E 8TH ST,NE,68467, ,HTTP://WWW.YORK.EDU/,11800848,-97.59004,40.86842,LOCAL
HST,CLENDENING HISTORY OF MEDICINE LIBRARY AND MUSEUM,CLENDENING HISTORY OF MEDICINE LIBRARY AND MUSEUM,1020 ROBINSON BLDG,KS,66160,9135887243,HTTP://WWW.KUMC.EDU/SCHOOL-OF-MEDICINE/HISTORY-AND-PHILOSOPHY-OF-MEDICINE/CLENDENING-HISTORY-OF-MEDICINE-LIBRARY.HTML, ,-94.61062,39.05615,1020 ROBINSON BLDG
HST,CORNELL COSTUME AND TEXTILE COLLECTION,CORNELL UNIVERSITY,300 DAY HALL,NY,14850,6072544636,HTTP://WWW.CORNELL.EDU,3372319847,-76.46313,42.43431,377 PINE TREE RD
HST,DAR MUSEUM/FIRST LADIES OF TEXAS HISTORIC COSTUMES COLLECTION,TEXAS WOMANS UNIVERSITY,304 ADMINISTRATION DR,TX,76201, , , ,-97.13265,33.21404,PO BOX 425739
HST,DOLPH BRISCOE CENTER FOR AMERICAN HISTORY,DOLPH BRISCOE CENTER FOR AMERICAN HISTORY,2300 RED RIVER ST,TX,78712,5124954518,HTTP://WWW.CAH.UTEXAS.EDU/INDEX.PHP, ,-97.72778,30.28406,2300 RED RIVER ST
HST,ELIZABETH SAGE HISTORIC COSTUME COLLECTION,INDIANA UNIVERSITY,107 S INDIANA AVE,IN,47405,8128554627, , ,-86.52047,39.16807,400 E 7TH ST POPLARS RM
HST,ETHNOGRAPHIC AND ARCHAEOLOGICAL COLLECTIONS,LUTHER COLLEGE,700 COLLEGE DRIVE,IA,52101,5633871781,HTTP://WWW.LUTHER.EDU/GEOLOGY/,130058221,-91.80091,43.3146,700 COLLEGE DR
HST,GANNON ERIE HISTORICAL MUSEUM,GANNON UNIVERSITY,411 STATE STREET,PA,16501,8144595477,HTTP://WWW.GANNON.EDU/ABOUT-GANNON/ERIE-PENNSYLVANIA/,112714208,-80.08498,42.12647,109 UNIVERSITY SQ
HST,HARVEY CUSHING/JOHN HAY WHITNEY MEDICAL LIBRARY/ HISTORICAL LIBRARY,YALE UNIVERSITY,333 CEDAR STREET,CT,6520, ,HTTP://LIBRARY.MEDICINE.YALE.EDU/,3688471185,-72.92761,41.30957,PO BOX 208314
HST,HISTORIC COSTUME AND TEXILE MUSEUM,KANSAS STATE UNIVERSITY,225 JUSTIN HALL,KS,66506,7855326993, , ,-96.58453,39.19585,102 ANDERSON HALL
HST,HISTORIC COSTUMES AND TEXTILES COLLECTION,MOUNT MARY UNIVERSITY INC,2900 N MENOMONEE RIVER PARKWAY,WI,53222, , ,32143442,-88.03522,43.07151,2900 N MENOMONEE RIVER P
HST,HISTORIC TEXTILE AND COSTUME COLLECTION,HISTORIC TEXTILE AND COSTUME COLLECTION,55 LOWER COLLEGE ROAD,RI,2881,4018741000, , ,-71.52939,41.48296,55 LOWER COLLEGE ROAD
HST,HISTORY OF AVIATION COLLECTION,HISTORY OF AVIATION COLLECTION,800 WEST CAMPBELL ROAD,TX,75080, , , ,-96.74817,32.97819,800 WEST CAMPBELL ROAD
HST,HISTORY OF MEDICINE COLLECTIONS,DUKE UNIVERSITY,DUKE UNIVERISTY,NC,27708,9196848111, ,0,-78.90355,35.99398,324 BLACKWELL ST STE 850
HST,HISTORY OF PHARMACY MUSEUM,HISTORY OF PHARMACY MUSEUM,1295 N MARTIN AVE,AZ,85721,5206264429,HTTP://WWW.PHARMACY.ARIZONA.EDU, ,-110.95667,32.23796,1295 N MARTIN AVE
HST,HOWARD AND LOIS ADELMANN REGIONAL HISTORY COLLECTION,LEWIS UNIVERSITY,ONE UNIVERSITY PARKWAY,IL,60441, ,HTTP://WWW.LEWISU.EDU/IMCANAL/INDEX-IMCANAL.HTM,161588789,-88.0757,41.60533,1 UNIVERSITY PKWY
HST,INSTITUTE FOR REGIONAL STUDIES COLLECTIONS,INSTITUTE FOR REGIONAL STUDIES COLLECTIONS,DEPT 2080 PO BOX 6050,ND,58108, , , ,-96.79009,46.87868,DEPT 2080 PO BOX 6050
HST,JOHNS HOPKINS ARCHAEOLOGICAL MUSEUM,JOHNS HOPKINS UNIVERSITY,150 GILMAN HALL 3400 N CHARLES STREET,MD,21218,4105160383,HTTP://ARCHAEOLOGICALMUSEUM.JHU.EDU,5121523000,-76.62855,39.33722,3910 KESWICK ROAD N4327-
HST,LENTZ CENTER FOR ASIAN CULTURE,LENTZ CENTER FOR ASIAN CULTURE,1155 Q STREET,NE,68588,4024726220, , ,-96.70435,40.81551,1155 Q STREET
HST,MACAULAY MUSEUM OF DENTAL HISTORY,MACAULAY MUSEUM OF DENTAL HISTORY,179 ASHLEY AVE,SC,29425, , , ,-79.94731,32.78686,179 ASHLEY AVE
HST,MARVIN SAMSON CENTER FOR THE HISTORY OF PHARMACY,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,600 SOUTH 43RD STREET,PA,19104,2155968721,HTTP://WWW.USCIENCES.EDU/MUSEUM/,127844381,-75.20704,39.94689,600 S 43RD ST
HST,MISSISSIPPI BAPTIST HISTORICAL COMMISSION COLLECTION,MISSISSIPPI COLLEGE,200 SOUTH CAPITOL STREET,MS,39058, , ,105375967,-90.33169,32.33816,200 CAPITOL ST
HST,CENTER FOR STUDY OF THE HISTORY OF MUSICAL INSTRUMENTS,NATIONAL MUSIC MUSEUM: AMERICA'S SHRINE TO MUSIC & CENTER FOR STUDY OF THE HISTORY OF MUSICAL INSTRUMENTS,414 E CLARK ST,SD,57069, , , ,-96.92557,42.78263,414 E CLARK ST
HST,NO MAN'S LAND HISTORICAL MUSEUM,NO MAN'S LAND HISTORICAL MUSEUM,207 SEWELL STREET,OK,73939,5803492670,HTTP://WWW.NMLHS.ORG, ,-101.63187,36.59234,207 SEWELL STREET
HST,NORTHWEST HISTORY MUSEUM AND ARCHIVES,NORTHWEST HISTORY MUSEUM AND ARCHIVES,800 UNIVERSITY DRIVE,MO,64468,6605621212, , ,-94.88286,40.35298,800 UNIVERSITY DRIVE
HST,OHIO STATE UNIVERSITY HISTORIC COSTUME & TEXTILES COLLECTION,OHIO STATE UNIVERSITY,1787 NEIL AVENUE,OH,43210,6122923090,HTTP://COSTUME.OSU.EDU/, ,-83.03221,40.00336,901 WOODY HAYES DR
HST,PANHANDLE-PLAINS HISTORICAL MUSEUM,PANHANDLE-PLAINS HISTORICAL MUSEUM,2503 4TH AVE,TX,79015,8066512244,HTTP://WWW.PANHANDLEPLAINS.ORG/PAGES/HOME.ASP, ,-101.9151,34.97991,2503 4TH AVE
HST,SCHIUGOETHE CENTER FOR NATIVE AMERICAN CULTURES,AURORA UNIVERSITY,347 S GLADSTONE AVE,IL,60506,6308926431, ,114103498,-88.34695,41.75529,347 S GLADSTONE AVE
HST,STRECKER MUSEUM-GOVERNOR BILL AND VARA DANIEL HISTORIC VILLAGE,BAYLOR UNIVERSITY,1300 S UNIVERSITY PARKS,TX,76706,2547101110,HTTP://WWW.BAYLOR.EDU/MAYBORN/INDEX.PHP?ID=15537,840046127,-97.12248,31.54632,1 BEAR PL UNIT 97043
HST,SULLIVAN MUSEUM AND HISTORY CENTER,NORWICH UNIVERSITY,158 HARMON DRIVE,VT,5663,8024852183,HTTP://ACADEMICS.NORWICH.EDU/MUSEUM,167821469,-72.65889,44.13753,158 HARMON DR
HST,UPCOUNTRY HISTORY MUSEUM,FURMAN UNIVERSITY,3300 POINSETT HIGHWAY,SC,29613, ,HTTP://WWW.UPCOUNTRYHISTORY.ORG/,207569514,-82.43314,34.92933,3300 POINSETT HWY
HST,W. K. GORDON CENTER FOR INDUSTRIAL HISTORY OF TEXAS,W. K. GORDON CENTER FOR INDUSTRIAL HISTORY OF TEXAS,65258 IH 20,TX,76463,2549681886,HTTP://WWW.TARLETON.EDU/GORDONCENTER/, ,-98.4221,32.53004,65258 IH 20
HST,WARNING HISTORICAL LIBRARY,WARNING HISTORICAL LIBRARY,175 ASHLEY AVENUE,SC,29403,8437922288,HTTP://WARING.LIBRARY.MUSC.EDU/, ,-79.94731,32.78686,175 ASHLEY AVENUE
HST,WEAVER HISTORICAL DENTAL MUSEUM,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUC,3223 NORTH BROAD STREET,PA,19140,2157072816, ,1404695000,-75.14631,39.97592,1805 N BROAD ST WACHMAN
HST,WINEDALE HISTORICAL CENTER,WINEDALE HISTORICAL CENTER,3738 FARM TO MARKET ROAD 2714,TX,78954,9792783530, , ,-96.70454,30.05512,3738 FARM TO MARKET ROAD 2714
HST,WINNIE DAVIS MUSEUM OF HISTORY,LIMESTONE COLLEGE,1115 COLLEGE DRIVE,SC,29340,8644897151,HTTP://WWW.LIMESTONE.EDU/,50308456,-81.6485,35.05711,1115 COLLEGE DR
ART,AMERICAN SPORT ART MUSEUM AND ARCHIVES,AMERICAN SPORT ART MUSEUM AND ARCHIVES,1 ACADEMY DR,AL,36526,2516263303,HTTP://WWW.ASAMA.ORG/, ,-87.9091,30.63977,1 ACADEMY DR
ZAW,BUFFALO ZOOLOGICAL GARDENS,BUFFALO ZOOLOGICAL GARDENS,300 PARKSIDE AVENUE,NY,14214,7169956138,HTTP://WWW.BUFFALOZOO.ORG, ,-78.85064,42.93824,300 PARKSIDE AVENUE
HST,CINCINNATI HISTORY MUSEUM,CINCINNATI HISTORY MUSEUM,1301 WESTERN AVENUE,OH,45203,5132877000,HTTPS://WWW.CINCYMUSEUM.ORG/, ,-84.53236,39.1088,1301 WESTERN AVENUE
HST,FORT NISQUALLY LIVING HISTORY MUSEUM,FORT NISQUALLY LIVING HISTORY MUSEUM,5400 N PEARL ST #11,WA,98407,2535915339,HTTP://WWW.METROPARKSTACOMA.ORG/FORT-NISQUALLY-LIVING-HISTORY-MUSEUM, ,-122.51573,47.30119,5400 N PEARL ST #11
HST,GREELEY HISTORY MUSEUMS,GREELEY HISTORY MUSEUMS,714 EIGHTH STREET,CO,80631,9703509275, , ,-104.68951,40.42458,714 EIGHTH STREET
SCI,LAWRENCE LIVERMORE NATIONAL LABORATORY DISCOVERY CENTER,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT BERKELEY,7000 EAST AVENUE,CA,94550,9254224531,https://www.llnl.gov/community/discovery-center, ,-122.26644,37.87426,2195 HEARST AVE ROOM 120
HST,LIVING HISTORY MUSEUM,LIVING HISTORY MUSEUM,655 WEST LOMBARD STREET,MD,21201,4107063100,HTTP://WWW.NURSING.UMARYLAND.EDU/ABOUT/COMMUNITY/MUSEUM/, ,-76.6241,39.2873,655 WEST LOMBARD STREET
ART,MARYVILLE UNIVERSITY GALLERY,MARYVILLE UNIVERSITY OF ST LOUIS,13550 CONWAY ROAD,MO,63017,3145299350, ,92238740,-90.50188,38.64275,650 MARYVILLE UNIVERSITY
HST,MT. VERNON ESTATE & GARDENS,MT. VERNON ESTATE & GARDENS,PO BOX 110,VA,22121,7037802000,HTTP://WWW.MOUNTVERNON.ORG/, ,-77.10823,38.7167,PO BOX 110
BOT,OLD SALEM MUSEUMS & GARDENS GRAY LIBRARY,OLD SALEM MUSEUMS & GARDENS GRAY LIBRARY,924 S MAIN STREET,NC,27101, ,HTTP://WWW.OLDSALEM.ORG/, ,-80.24159,36.08439,924 S MAIN STREET
HST,SHOAL CREEK LIVING HISTORY MUSEUM,SHOAL CREEK LIVING HISTORY MUSEUM,7000 NE BARRY RD,MO,64156,8167922655,HTTP://WWW.SHOALCREEKLIVINGHISTORYMUSEUM.COM, ,-94.5247,39.24894,7000 NE BARRY RD
CMU,CLOVIS COMMUNITY COLLEGE (CCC) CHILDREN'S SCIENCE MUSEUM,CLOVIS COMMUNITY COLLEGE (CCC) CHILDRENS SCIENCE MUSEUM,417 SCHEPPS BLVD,NM,88101,5757692811,HTTP://WWW.CLOVIS.EDU, ,-103.16828,34.40145,417 SCHEPPS BLVD
CMU,UNIVERSITY OF VIRGINIA HEALTH SCIENCES CENTER CHILDREN'S MUSEUM,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,1827 UNIVERSITY AVENUE,VA,22903, , , ,-78.50493,38.03595,PO BOX 400127
BOT,ABQ BIOPARK BOTANIC GARDEN,ABQ BIOPARK BOTANIC GARDEN,2601 CENTRAL AVENUE NW,NM,87104, , , ,-106.67886,35.09243,2601 CENTRAL AVENUE NW
BOT,AIRLIE GARDENS,AIRLIE GARDENS,300 AIRLIE ROAD,NC,28403, ,HTTP://WWW.AIRLIEGARDENS.ORG, ,-77.8257,34.21655,300 AIRLIE ROAD
BOT,WELLESLEY COLLEGE BOTANIC GARDENS,WELLESLEY COLLEGE,106 CENTRAL ST,MA,2481, , ,1726,-71.29916,42.29586,106 CENTRAL STREET
BOT,ALICE ABEL ARBORETUM,NEBRASKA WESLEYAN UNIVERSITY,5000 SAINT PAUL AVENUE,NE,68504,8005413818,HTTPS://WWW.NEBRWESLEYAN.EDU/,0,-96.64759,40.83878,5000 SAINT PAUL AVE
BOT,AL'S AUTOBODY & ARBORETUM,AL'S AUTOBODY & ARBORETUM,W6866 NORTH WALWORTH ROAD,WI,53184, ,HTTP://WWW.ALSAUTOBODYANDARBORETUM.COM, ,-88.63076,42.57489,W6866 NORTH WALWORTH ROAD
BOT,AMERICAN UNIVERSITY'S ARBORETUM & GARDEN,AMERICAN UNIVERSITY,4400 MASSACHUSETTS AVENUE,DC,20016,2028851300,HTTP://WWW.AMERICAN.EDU/CAS/MUSEUM/,647400163,-77.08947,38.93694,4400 MASSACHUSETTS AVE N
BOT,AMY B. H. GREENWELL ETHNOBOTANICAL GARDEN,AMY B. H. GREENWELL ETHNOBOTANICAL GARDEN,82-6188 MAMALAHON HWY,HI,96704, ,HTTP://WWW.BISHOPMUSEUM.ORG/GREENWELL/, ,-155.88719,19.35445,82-6188 MAMALAHON HWY
BOT,ANDERSON SCULPTURE GARDEN,IOWA STATE UNIVERISTY OF SCIENCE AND TECHNOLOGY,290 SCHEMAN BUILDING,IA,50011,5152943342,HTTP://WWW.MUSEUMS.IASTATE.EDU, ,-93.63563,42.01883,3608 ASB
BOT,ANDREWS UNIVERSITY CAMPUS ARBORETUM,ANDREWS ACADEMY,8975 U S 31,MI,49104,2694717771, ,99156317,-86.35373,41.94859,4150 ADMINISTRATION DR
ART,ANNMARIE SCULPTURE GARDEN & ARTS CENTER,ANNMARIE SCULPTURE GARDEN & ARTS CENTER,13480 DOWELL ROAD,MD,20629, ,HTTP://WWW.ANNMARIEGARDEN.ORG/, ,-76.45445,38.33727,13480 DOWELL ROAD
BOT,APPLEWOOD - THE C.S. MOTT ESTATE,APPLEWOOD - THE C.S. MOTT ESTATE,1400 EAST KEARSLEY STREET,MI,48503, ,HTTP://WWW.RUTHMOTTFOUNDATION.ORG/, ,-83.67916,43.0224,1400 EAST KEARSLEY STREET
BOT,ARBORETUM AT ADELPHI UNIVERSITY,ADELPHI UNIVERSITY,1 SOUTH AVE,NY,11530,8002335744,HTTP://ABOUT.ADELPHI.EDU/CAMPUS-LOCATIONS/ARBORETUM/,237481682,-73.64514,40.72833,SOUTH AVE LEVERMORE 201
BOT,ARBORETUM AT ARIZONA STATE UNIVERSITY,ARBORETUM AT ARIZONA STATE UNIVERSITY,1151 S FOREST AVE,AZ,85287,4809659011,HTTPS://CAMPUS.ASU.EDU/TEMPE, ,-112.53852,33.69121,1151 S FOREST AVE
BOT,ARBORETUM AT CALIFORNIA STATE UNIVERSITY FRESNO,ARBORETUM AT CALIFORNIA STATE UNIVERSITY FRESNO,2351 E BARSTOW AVENUE,CA,93740,5592782373,HTTP://WWW.FRESNOSTATE.EDU/ADMINSERV/ARBORETUM/, ,-119.75895,36.82391,2351 E BARSTOW AVENUE
BOT,ARBORETUM AT INTERSTATE PACKAGING,ARBORETUM AT INTERSTATE PACKAGING,2285 HWY 47 N,TN,37187, , , ,-87.22713,36.12345,2285 HWY 47 N
BOT,ARBORETUM AT PENN STATE,ARBORETUM AT PENN STATE,336 FOREST RESOURCES BUILDING,PA,16802,8148659118,HTTP://ARBORETUM.PSU.EDU/, ,-77.86267,40.79792,336 FOREST RESOURCES BUILDING
BOT,ARBORETUM AT PENN STATE ERIE,ARBORETUM AT PENN STATE ERIE,4701 COLLEGE DRIVE,PA,16563, ,HTTP://PSBEHREND.PSU.EDU/ABOUT-THE-COLLEGE/THE-ARBORETUM-AT-PENN-STATE-BEHREND, ,-79.98091,42.11843,4701 COLLEGE DRIVE
BOT,ARBORETUM VILLANOVA,VILLANOVA UNIVERSITY,770 MOUNT MORO ROAD,PA,19085,6105274280,HTTP://WWW1.VILLANOVA.EDU/VILLANOVA/FMO.HTML,590362285,-75.34527,40.03514,800 E LANCASTER AVE
BOT,ARNOLD ARBORETUM OF HARVARD UNIVERSITY JAMAICA PLAIN,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,125 ARBORWAY,MA,2130,6175241718,HTTP://WWW.ARBORETUM.HARVARD.EDU,5840349457,-71.11216,42.36977,1033 MASSACHUSETTS AVE S
BOT,B. GERALD CANTOR RODIN SCULPTURE GARDEN,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERS,450 SERRA MALL,CA,94305, , ,4936509854,-122.15183,37.4089,3145 PORTER DRIVE
BOT,BAKER ARBORETUM,BAKER ARBORETUM,PO BOX ONE,KY,42104, , , ,-86.41008,36.92346,PO BOX ONE
BOT,BARD COLLEGE ARBORETUM,BARD COLLEGE,30 CAMPUS ROAD,NY,12504, ,HTTP://INSIDE.BARD.EDU/404/INDEX.PHP,202883237,-73.90659,42.02302,PO BOX 5000
BOT,BARNSLEY RESORT,BARNSLEY RESORT,597 BARNSLEY GARDENS ROAD,GA,30103, ,HTTP://WWW.BARNSLEYRESORT.COM/, ,-84.98798,34.30256,597 BARNSLEY GARDENS ROAD
BOT,BARTLETT ARBORETUM,BARTLETT ARBORETUM,P O BOX 871,KS,67013,6204883451,HTTP://WWW.BARTLETTARBORETUM.COM/, ,-97.2808,37.39268,P O BOX 871
BOT,BARTON ARBORETUM & NATURE PRESERVE OF MEDFORD LEAS,BARTON ARBORETUM & NATURE PRESERVE OF MEDFORD LEAS,ONE MEDFORD LEAS WAY,NJ,8055, ,HTTP://WWW.MEDFORDLEAS.ORG/, ,-74.81589,39.90561,ONE MEDFORD LEAS WAY
BOT,BATTERY PARK CITY PARKS CONSERVANCY,BATTERY PARK CITY PARKS CONSERVANCY,75 BATTERY PLACE,NY,10280, , , ,-74.01711,40.70731,75 BATTERY PLACE
BOT,BAYARD CUTTING ARBORETUM,BAYARD CUTTING ARBORETUM,PO BOX 907,NY,11769, ,HTTP://WWW.BAYARDCUTTINGARBORETUM.COM/, ,-73.15798,40.72341,PO BOX 907
BOT,BEDROCK GARDENS,BEDROCK GARDENS,45 HIGH ROAD,NH,3861, , , ,-71.04247,43.09589,45 HIGH ROAD
BOT,BEND OF THE RIVER BOTANIC GARDEN,BEND OF THE RIVER BOTANIC GARDEN,2 N MAIN ST STE 201,TX,76501, ,HTTP://WWW.CI.TEMPLE.TX.US/INDEX.ASPX?NID=158, ,-97.34127,31.09668,2 N MAIN ST STE 201
BOT,BERKSHIRE BOTANICAL GARDEN,BERKSHIRE BOTANICAL GARDEN,PO BOX 826,MA,1262,4132983926,HTTP://WWW.BERKSHIREBOTANICAL.ORG, ,-73.31328,42.30069,PO BOX 826
BOT,BETTER HOMES & GARDENS TEST GARDEN,BETTER HOMES & GARDENS TEST GARDEN,1716 LOCUST STREET,IA,50309, , , ,-93.63991,41.58338,1716 LOCUST STREET
BOT,BIOLOGY TEACHING MUSEUM AND NATURE CENTER,BIOLOGY TEACHING MUSEUM AND NATURE CENTER,BALL STATE UNIVERSITY/ 2000 UNIVERSITY AVE,IN,47306,7652891241, , ,-85.40827,40.20135,BALL STATE UNIVERSITY/ 2000 UNIVERSITY AVE
BOT,BIRMINGHAM BOTANICAL GARDENS,BIRMINGHAM BOTANICAL GARDENS,2612 LANE PARK ROAD,AL,35223,2054143900,HTTP://WWW.BBGARDENS.ORG/INDEX2.PHP, ,-86.77441,33.48904,2612 LANE PARK ROAD
BOT,CLAREMONT MANOR,BLANEY SERVICES LLC/CLAREMONT MANOR,100 COOL SPRINGS RD,VA,23899, , , ,-76.96594,37.22421,100 COOL SPRINGS RD
BOT,BLITHEWOLD MANSION GARDENS & ARBORETUM,BLITHEWOLD MANSION GARDENS & ARBORETUM,101 FERRY ROAD,RI,2809, ,HTTP://WWW.BLITHEWOLD.ORG, ,-71.26606,41.65752,101 FERRY ROAD
BOT,BLOCK BOTANICAL GARDENS,BLOCK BOTANICAL GARDENS,7299 SW 79 COURT,FL,33143, , , ,-80.32246,25.70192,7299 SW 79 COURT
BOT,BOERNER BOTANICAL GARDENS,BOERNER BOTANICAL GARDENS,9400 BOERNER DRIVE,WI,53130, ,HTTP://COUNTY.MILWAUKEE.GOV/PARKS, ,-88.04132,42.93201,9400 BOERNER DRIVE
BOT,BOILING SPRINGS ECOSEUM & DESERT PRESERVE,BOILING SPRINGS ECOSEUM & DESERT PRESERVE,4234 S WASHINGTON FIELDS RD #2,UT,84780, ,HTTP://WWW.THEBOILINGSPRINGS.ORG, ,-113.48861,37.09912,4234 S WASHINGTON FIELDS RD #2
BOT,BOK TOWER GARDENS,BOK TOWER GARDENS,1151 TOWER BLVD,FL,33853, ,HTTP://BOKTOWERGARDENS.ORG/, ,-81.57278,27.93612,1151 TOWER BLVD
BOT,BOOKWORM GARDENS,BOOKWORM GARDENS,2901 EVERGREEN PARKWAY,WI,53083, , , ,-87.70841,43.77768,2901 EVERGREEN PARKWAY
BOT,BOTANIC GARDEN AT HISTORIC BARNS PARK,BOTANIC GARDEN AT HISTORIC BARNS PARK,PO BOX 1247,MI,49685, , , ,-85.62391,44.76223,PO BOX 1247
BOT,BOTANIC GARDEN OF SMITH COLLEGE,TRUSTEES OF THE SMITH COLLEGE,ELM ST,MA,1063, , ,0,-72.5737,42.30139,10 ELM ST COLLEGE HALL R
BOT,BOTANICAL GARDEN OF THE OZARKS,BOTANICAL GARDEN OF THE OZARKS,PO BOX 10407,AR,72703, ,HTTP://BGOZARKS.ORG/, ,-94.11055,36.0924,PO BOX 10407
BOT,BOTANICAL GARDENS AT HERITAGE PARK,BOTANICAL GARDENS AT HERITAGE PARK,PO BOX 95104,TX,76099, ,HTTP://WWW.GRAPEVINETEXAS.GOV/INDEX.ASPX?NID=330, ,-97.0781,32.93179,PO BOX 95104
BOT,BOTANICAL GARDENS AT SANIBEL MOORINGS RESORT,BOTANICAL GARDENS AT SANIBEL MOORINGS RESORT,845 EAST GULF DRIVE,FL,33957, ,HTTP://WWW.SANIBELMOORINGS.COM/, ,-82.22363,26.59743,845 EAST GULF DRIVE
BOT,BOTANICAL GARDENS OF ASHEVILLE,UNIVERSITY BOTANICAL GARDENS AT ASHEVILLE INC,151 W T WEAVER BOULEVARD,NC,28804,8282525190,HTTP://WWW.ASHEVILLEBOTANICALGARDENS.ORG,135285,-82.55639,35.61646,151 WT WEAVER BLVD
BOT,BOTANICAL GARDENS OF KOHLER,BOTANICAL GARDENS OF KOHLER,1115 W RIVERSIDE DR,WI,53044, , , ,-87.78002,43.73582,1115 W RIVERSIDE DR
BOT,BOYCE THOMPSON SOUTHWESTERN ARBORETUM,BOYCE THOMPSON SOUTHWESTERN ARBORETUM,37615 U S 60,AZ,85273,5206892723,HTTP://AZSTATEPARKS.COM/PARKS/BOTH/, ,-111.10269,33.28859,37615 U S 60
BOT,BRANDON PLANTATION,BRANDON PLANTATION,1753 PINNACLE DRIVE R3076-042,VA,22102, , , ,-77.22209,38.9314,1753 PINNACLE DRIVE R3076-042
BOT,BRANDYWINE CONSERVANCY & MUSEUM OF ART,BRANDYWINE CONSERVANCY & MUSEUM OF ART,PO BOX 141,PA,19317, ,HTTP://WWW.BRANDYWINEMUSEUM.ORG/, ,-75.59242,39.85801,PO BOX 141
BOT,BROOKLYN BOTANIC GARDEN,BROOKLYN BOTANIC GARDEN,1000 WASHINGTON AVENUE,NY,11225,7186237200,HTTP://WWW.BBG.ORG/,16751215,-73.96143,40.66574,1000 WASHINGTON AVENUE
BOT,BROOKLYN BRIDGE PARK,BROOKLYN BRIDGE PARK,334 FURMAN ST,NY,11201, ,HTTP://WWW.BROOKLYNBRIDGEPARK.ORG/, ,-73.9992,40.69407,334 FURMAN ST
BOT,BRYN MAWR CAMPUS ARBORETUM,BRYN MAWR COLLEGE,101 NORTH MERION AVE,PA,19010,6105265000, ,200462605,-75.32213,40.02166,101 N MERION AVE
BOT,CALLAWAY GARDENS,CALLAWAY GARDENS,PO BOX 2000,GA,31822,7066635154,HTTP://WWW.CALLAWAYGARDENS.COM/, ,-84.82508,32.86348,PO BOX 2000
BOT,CAREFREE DESERT GARDENS,CAREFREE DESERT GARDENS,PO BOX 740,AZ,85377, , , ,-111.92276,33.82411,PO BOX 740
BOT,CARLEEN BRIGHT ARBORETUM,CARLEEN BRIGHT ARBORETUM,1 PAVILION WAY,TX,76712,2543999204, , ,-97.22871,31.51164,1 PAVILION WAY
BOT,CARLETON COLLEGE COWLING ARBORETUM,CARLETON COLLEGE,1 NORTH COLLEGE STREET,MN,55057,5072224000,HTTP://APPS.CARLETON.EDU/CAMPUS/ARB/,180528353,-93.15567,44.46118,1 N COLLEGE ST
BOT,CARNEGIE SCIENCE ARBORETUM,PRESIDENT AND TRUSTEES OF BATES COLLEGE,2 ANDREWS ROAD,ME,4240,2077866255,HTTP://WWW.BATES.EDU/TOUR/ACADEMIC-BUILDINGS/CARNEGIE-SCIENCE-HALL/?REPEAT=W3TC,167625468,-70.19528,44.09816,216 LANE HALL
BOT,CARR'S HILL GARDENS,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,1827 UNIVERSITY AVENUE,VA,22903, , , ,-78.50493,38.03595,PO BOX 400127
BOT,CASA DEL HERRERO,CASA DEL HERRERO,1387 EAST VALLEY ROAD,CA,93108, ,HTTP://WWW.CASADELHERRERO.COM, ,-119.63813,34.43474,1387 EAST VALLEY ROAD
BOT,CEDAR POINT BOTANIC GARDEN,CEDAR POINT BOTANIC GARDEN,13304 ARDENNES AVENUE,MD,20851, ,HTTP://WWW.CEDARPOINTBG.ORG/, ,-77.12028,39.07465,13304 ARDENNES AVENUE
BOT,CENTENNIAL MUSEUM AND CHIHUAHUAN DESERT GARDENS,CENTENNIAL MUSEUM AND CHIHUAHUAN DESERT GARDENS,500 W UNIVERSITY AVE,TX,79968, , , ,-106.5048,31.7701,500 W UNIVERSITY AVE
